L_dv_l,L_dr_l,c_dv_l,c_dr_l,L_dv_lZero,L_dr_lZero,c_dv_lZero,c_dr_lZero,DeltaT,epsilon_f,epsilon_r,epsilon_v,epsilon_rbar,epsilon_vbar,epsilon_d,pdr0,pdr1,pdv0,a_bar,max_acc_ref,max_vel_ref,u_max
0.001118147335878,0.0412394178646287,0.270126921875749,14.0493076723691,0.00102282415408904,0.00789605684032212,0.266126921875749,14.0491076723691,0.1,0.000506889912062076,7,0.133,7.02465383618453,0.135063460937874,1.14213982785422e-06,0.02,0.05,0.05,0.0205080320518899,0.000126577326852944,0.112506631376395,0.02
