time,CBF_velocity,CBF_position,HOBF_position,position_constraint,velocity_constraint,ux,uy,uz,state_history
0.0,3.469446951953614e-18,9.310000000000024,-0.09860753801697097,0.200134695824938,0.0016893034399087404,-0.017349706093478072,-0.006377458116617604,-0.007637125331027978,4.0
0.1,0.00016505516535956707,9.282570274068092,-0.07812718800306165,0.20200930283996704,0.0016282285829719407,-0.017337355262346844,-0.006413834330477886,-0.007634712645687018,4.0
0.2,0.0003231994601493801,9.257245558633308,-0.05756276255818729,0.2038681477707783,0.0015668112092476058,-0.01732492741677901,-0.006450225496791188,-0.007632265487561238,4.0
0.30000000000000004,0.000474433170554206,9.23402994730445,-0.03691625806194418,0.2057111016360787,0.0015050515603414849,-0.01731242342799462,-0.006486631169567824,-0.007629784175300349,4.0
0.4,0.0006187566049899763,9.212927325926948,-0.01618967380789732,0.20753801796055998,0.0014429505060585227,-0.017299842401511844,-0.006523053258122797,-0.007627268484234493,4.0
0.5,0.0007561701571965722,9.193941372620692,0.004614986269674826,0.20934875024762456,0.0013805089287704335,-0.017287183419495922,-0.006559493695742007,-0.007624718181532277,4.0
0.6000000000000001,0.0008866743070661161,9.17707555773248,0.025495713616990795,0.21114315198794392,0.0013177277194551136,-0.017274445544034955,-0.006595954424027534,-0.007622133026325225,4.0
0.7000000000000001,0.001010269621071841,9.162333143790775,0.04645049508264609,0.21292107666047896,0.0012546077780180196,-0.01726162781677713,-0.006632437393360534,-0.007619512769592335,4.0
0.8,0.0011269567527269278,9.149717185462926,0.06747731293953653,0.21468237773288765,0.0011911500136241643,-0.017248729258552264,-0.00666894456338209,-0.00761685715403759,4.0
0.9,0.0012367364430741976,9.139230529513782,0.08857414490666227,0.2164269086627831,0.0011273553450392903,-0.017235748868973704,-0.006705477903499621,-0.007614165913961933,4.0
1.0,0.0013396095212074993,9.130875814767862,0.10973896417098558,0.2181545228979794,0.001063224700988764,-0.017222685626016216,-0.006742039393431117,-0.00761143877512798,4.0
1.1,0.0014355769048262843,9.124655472073329,0.13096973940924891,0.21986507387765253,0.000998759020534626,-0.017209538485561518,-0.006778631023809125,-0.0076086754546158064,4.0
1.2000000000000002,0.0015246396008250923,9.12057172426708,0.152264434809702,0.2215584150329955,0.0009339592534848503,-0.017196306380897447,-0.006815254796882073,-0.007605875660666909,4.0
1.3,0.001606798705921085,9.11862658614416,0.17362101009387543,0.22323439978731952,0.0008688263608552134,-0.01718298822214397,-0.00685191272738619,-0.007603039092510168,4.0
1.4000000000000001,0.0016820554073244502,9.118821864427318,0.19503742053825018,0.22489288155627238,0.0008033613154209905,-0.017169582895549422,-0.006888606843740086,-0.007600165440159868,4.0
