L_dv_l,L_dr_l,c_dv_l,c_dr_l,L_dv_lZero,L_dr_lZero,c_dv_lZero,c_dr_lZero,DeltaT,epsilon_f,epsilon_r,epsilon_v,epsilon_rbar,epsilon_vbar,epsilon_d,pdr0,pdr1,pdv0,a_bar,max_acc_ref,max_vel_ref,u_max
0.00117210856194744,0.0422903126085245,0.270266027564358,14.0739781423964,0.00214381663085107,0.0117930444939793,0.266266027564358,14.0737781423964,0.1,0.00106248762853793,7,0.133,7.03698907119818,0.135133013782179,2.33255090632569e-06,0.02,0.05,0.05,0.0210648201794443,0.000265317642343803,0.235824205090695,0.02
