x,y,z,vx,vy,vz
78.0,9.552245033349356e-15,0.0,5.379710303472967e-18,-0.17571467323373666,0.15769265546617392
77.99999950519798,-0.01757146728619558,0.015769265513272672,-9.896040488561378e-06,-0.1757146721190703,0.1576926544658323
77.9999980207919,-0.03514293434950208,0.03153853082647703,-1.979208085159429e-05,-0.17571466877507122,0.15769265146480752
77.99999554678182,-0.0527144009669074,0.047307795739544745,-2.968812096350098e-05,-0.1757146632017395,0.15769264646309955
77.99999208316773,-0.07028586691551292,0.0630770600524075,-3.958416069874761e-05,-0.17571465539907516,0.15769263946070847
77.99998762994969,-0.08785733197242,0.07884632356499699,-4.948019993180034e-05,-0.17571464536707834,0.1576926304576344
77.99998218712776,-0.10542879591462617,0.09461558607724496,-5.9376238537066824e-05,-0.17571463310574917,0.15769261945387744
77.999975754702,-0.12300025851926744,0.11038484738908307,-6.927227638903272e-05,-0.17571461861508775,0.15769260644943772
77.99996833267251,-0.14057171956334133,0.12615410730044307,-7.916831336210573e-05,-0.17571460189509433,0.1576925914443154
77.99995992103936,-0.15814317882394927,0.1419233656112567,-8.906434933075201e-05,-0.17571458294576908,0.1576925744385107
77.99995051980268,-0.17571463607819277,0.15769262212145582,-9.896038416943781e-05,-0.17571456176711225,0.15769255543202382
77.99994012896258,-0.19328609110306935,0.1734618766309721,-0.00010885641775257079,-0.17571453835912412,0.15769253442485498
77.99992874851918,-0.21085754367568058,0.18923112893973745,-0.0001187524499546172,-0.175714512721805,0.15769251141700447
77.99991637847263,-0.228428993573128,0.2050003788476836,-0.00012864848065004332,-0.17571448485515517,0.15769248640847258
77.9999030188231,-0.24600044057240927,0.22076962615474258,-0.0001385445097132569,-0.17571445475917502,0.15769245939925963
77.99988866957075,-0.26357188445066065,0.23653887066084617,-0.0001484405370187437,-0.1757144224338649,0.15769243038936592
77.99987333071576,-0.2811433249848799,0.2523081121659264,-0.00015833656244091158,-0.17571438787922528,0.1576923993787919
77.99985700225832,-0.2987147619521688,0.26807735046991527,-0.00016823258585422682,-0.17571435109525652,0.1576923663675379
77.99983968419866,-0.31628619512962897,0.28384658537274465,-0.00017812860713315584,-0.17571431208195915,0.15769233135560437
77.99982137653699,-0.3338576242942583,0.2996158166743468,-0.00018802462615210647,-0.17571427083933364,0.15769229434299173
77.99980207927351,-0.3514290492231588,0.31538504417465374,-0.0001979206427855452,-0.1757142273673805,0.15769225532970044
77.9997817924085,-0.3690004696934322,0.3311542676735976,-0.00020781665690793844,-0.17571418166610028,0.15769221431573102
77.99976051594223,-0.3865718854820766,0.34692348697111064,-0.0002177126683936941,-0.1757141337354936,0.157692171301084
77.99973824987492,-0.4041432963662287,0.3626927018671252,-0.0002276086771172983,-0.17571408357556106,0.15769212628575993
77.9997149942069,-0.42171470212288664,0.37846191216157354,-0.00023750468295315904,-0.17571403118630324,0.15769207926975934
77.99969074893842,-0.4392861025291526,0.3942311176543879,-0.00024740068577574294,-0.17571397656772086,0.15769203025308282
77.99966551406985,-0.45685749736212866,0.4100003181455008,-0.00025729668545951647,-0.17571391971981462,0.15769197923573108
77.99963928960145,-0.47442888639881337,0.4257695134348449,-0.000267192681878888,-0.1757138606425852,0.15769192621770467
77.99961207553358,-0.49200026941630903,0.4415387033223527,-0.00027708867490832415,-0.17571379933603337,0.1576918711990043
77.99958387186658,-0.509571646191718,0.4573078876079567,-0.00028698466442229166,-0.1757137358001599,0.15769181417963068
77.99955467860082,-0.527143016502039,0.47307706609158967,-0.00029688065029519884,-0.1757136700349656,0.15769175515958453
77.99952449573665,-0.5447143801244091,0.4888462385731845,-0.00030677663240153194,-0.1757136020404513,0.15769169413886655
77.99949332327446,-0.5622857368358273,0.504615404852674,-0.0003166726106156995,-0.17571353181661792,0.1576916311174776
77.99946116121467,-0.5798570864133962,0.5203845647299911,-0.00032656858481216826,-0.17571345936346625,0.15769156609541843
77.99942800955765,-0.5974284286342186,0.5361537180050687,-0.0003364645548654054,-0.17571338468099726,0.15769149907268987
77.99939386830383,-0.6149997632752937,0.55192286447784,-0.0003463605206498193,-0.17571330776921193,0.15769143004929276
77.99935873745366,-0.6325710901137244,0.5676920039482383,-0.00035625648203987714,-0.17571322862811117,0.157691359025228
77.99932261700758,-0.6501424089266141,0.5834611362161968,-0.0003661524389100461,-0.17571314725769605,0.15769128600049645
77.99928550696603,-0.6677137194909618,0.5992302610816487,-0.00037604839113473476,-0.17571306365796754,0.15769121097509906
77.9992474073295,-0.6852850215839058,0.6149993783445278,-0.00038594433858843007,-0.17571297782892673,0.1576911339490368
77.99920831809847,-0.7028563149824455,0.6307684878047672,-0.0003958402811455407,-0.1757128897705747,0.15769105492231064
77.99916823927344,-0.7204275994636845,0.6465375892623012,-0.0004057362186805341,-0.1757127994829126,0.15769097389492157
77.99912717085492,-0.7379988748047264,0.6623066825170629,-0.00041563215106787764,-0.17571270696594155,0.15769089086687063
77.9990851128434,-0.7555701407825711,0.6780757673689864,-0.0004255280781819804,-0.17571261221966272,0.15769080583815884
77.99904206523945,-0.7731413971743228,0.693844843618006,-0.0004354239998973101,-0.1757125152440773,0.15769071880878732
77.99899802804362,-0.7907126437570852,0.7096139110640554,-0.0004453199160883341,-0.17571241603918658,0.15769062977875717
77.99895300125642,-0.8082838803078586,0.725382969507069,-0.00045521582662946185,-0.17571231460499173,0.15769053874806951
77.99890698487847,-0.825855106603782,0.7411520187469807,-0.00046511173139518046,-0.1757122109414941,0.1576904457167255
77.99885997891035,-0.8434263224218561,0.7569210585837256,-0.00047500763025989956,-0.175712105048695,0.15769035068472628
