u_x,u_y,u_z
-0.013047944121000726,-0.015118945438470144,-0.0010856507974124651
-0.012809520399177777,-0.015322606781766975,-0.0010695340685337245
-0.012567947324408546,-0.015522486158585138,-0.0010531467296762934
-0.012323284552725395,-0.01571853474895322,-0.0010364929622633775
-0.012075592489586642,-0.015910704672371868,-0.0010195770151137967
-0.011824932275365229,-0.016098948999478172,-0.0010024032034418367
-0.011571365770685953,-0.016283221763455223,-0.0009849759078462861
-0.011314955541515728,-0.016463477971295316,-0.0009672995732831875
-0.011055764844123822,-0.016639673614773774,-0.0009493787080306018
-0.010793857609870039,-0.01681176568120937,-0.0009312178826425463
-0.010529298429769832,-0.016979712164024784,-0.0009128217288902442
-0.010262152538954947,-0.01714347207303014,-0.0008941949386985475
-0.009992485800902635,-0.017303005444512007,-0.0008753422630699858
-0.009720364691543132,-0.017458273351055785,-0.000856268511005236
-0.009445856283200105,-0.0176092379111309,-0.0008369785484170501
-0.009169028228364904,-0.017755862298436193,-0.0008174772970397073
-0.008889948743312745,-0.01789811075099896,-0.0007977697333354821
-0.008608686591595392,-0.0180359485800093,-0.0007778608874016636
-0.008325311067345688,-0.018169342178422018,-0.0007577558418761938
-0.008039891978485852,-0.0182982590292786,-0.0007374597308495743
-0.007752499629753992,-0.018422667713790652,-0.00071697773877975
-0.007463204805645223,-0.018542537919138825,-0.0006963150994190873
-0.007172078753153015,-0.01865784044603696,-0.000675477094748655
-0.006879193164427865,-0.018768547216066425,-0.0006544690539321894
-0.006584620159409059,-0.018874631278358315,-0.0006332963522944201
-0.006288432267995189,-0.018976066817050528,-0.0006119644103080803
-0.005990702412625764,-0.01907282915682016,-0.0005904786926380631
-0.00569150389021168,-0.01916489476994008,-0.0005688447071995035
-0.005390910354385715,-0.019252241281578385,-0.0005470680042821374
-0.005088995797353824,-0.019334847475708104,-0.0005251541757171594
-0.004785834531820728,-0.01941269330038462,-0.0005031088541235675
-0.00448150117273452,-0.019485759872810406,-0.0004809377122315752
-0.004176070618958529,-0.019554029484107897,-0.00045864646230816294
-0.003869618034845531,-0.019617485603802078,-0.00043624085570303237
-0.003562218831747813,-0.01967611288400968,-0.00041372668254302704
-0.0032539486493960075,-0.019729897163342194,-0.00039110977160091353
-0.0029448833372430643,-0.019778825470505305,-0.00036839599038366477
-0.0026350989356874114,-0.019822886027608774,-0.0003455912454830254
-0.0023246716572251206,-0.019862068253175047,-0.00032270148325096013
-0.0020136778675358446,-0.01989636276484551,-0.0002997326908778925
-0.0017021940664411264,-0.019925761381789392,-0.00027669089796640193
-0.0013902968688281967,-0.019950257126800125,-0.0002535821787316748
-0.0010780629854124928,-0.019969844228098787,-0.00023041265498634678
-0.0007655692034959256,-0.01998451812086131,-0.00020718850013254816
-0.0004528923673837079,-0.019994275448188627,-0.00018391594442313214
-0.00014010935899761782,-0.019999114062266784,-0.00016060128192042506
0.00017270292202968015,-0.01999903302470117,-0.00013725087961743656
0.00048546757829159734,-0.019994032606770726,-0.00011387118948766722
0.0007981077349007115,-0.019984114289297174,-9.046876445836175e-05
0.0011105465601974603,-0.019969280762163276,-6.705027975990231e-05
0.0014227072869636332,-0.019949535923464518,-4.3622561774615863e-05
0.0017345132344646205,-0.01992488487826355,-2.019262752934125e-05
0.0020458878315692147,-0.019895333936910238,3.2322603399392327e-06
0.0023567546415992134,-0.019860890612854586,2.6644515588954686e-05
0.002667037389705427,-0.01982156361985191,5.003611505409767e-05
0.0029766599944119434,-0.019777362868416474,7.339842939541623e-05
0.003285546605514952,-0.019728299459957594,9.672196163026427e-05
0.0035936216547340295,-0.019674385683945944,0.00011999592658458867
0.003900809926030993,-0.01961563500363876,0.00014320753970172544
0.0042070366689259155,-0.019552062043806853,0.00016634073686545728
0.004512227800454824,-0.019483682562819637,0.00018937367619243189
0.004816310324034812,-0.019410513404813402,0.00021227330607769237
0.00511921334816972,-0.019332572324082635,0.00023498159538794255
0.0054208718238635545,-0.0192498795941544,0.0002573712714548907
0.00572124132337839,-0.019162449156593164,0.00027902498961557737
0.00602061910653726,-0.01907019461530872,0.00029463594333739313
-0.006008614686969993,0.01907401997320305,-0.00029643608887376796
0.006012498728882504,-0.019072854458054508,0.000289366324834416
-0.00600074565667425,0.01907657728295399,-0.00029119454345130223
0.006004316976734717,-0.019075510088871095,0.0002849030177688704
-0.005992811482713343,0.019079137640828175,-0.0002867748420612653
0.005996084654031246,-0.01907816342796192,0.0002811107557151485
-0.005984822321386217,0.01908170036186694,-0.00028304084564011016
0.00598780951737086,-0.01908081516744155,0.000277889805207016
-0.0059767856335027954,0.01908426489909462,-0.00027989255772325827
0.005979497258851597,-0.01908346554405528,0.0002751659135974548
-0.005968706941845044,0.019086830817713698,-0.00027725596988934236
0.005971152084561174,-0.019086114615237407,0.00027288372162428146
-0.005960590326255223,0.019089397774508177,-0.0002750764326546058
0.005962777080523255,-0.01908876237237063,0.00027100236819641737
-0.005952438751714889,0.01909196550193444,-0.0002733142615934698
0.005954374451132355,-0.01909140879142498,0.00026949254023327286
-0.00594425428556298,0.019094533795952027,-0.0002719418255653105
0.005945945674561026,-0.019094053857356963,0.00026833451919724407
-0.005936038237194902,0.019097102506699545,-0.0002709416693280238
0.005937491599663435,-0.0190966975769987,0.00026751695442529057
-0.005927791239878681,0.019099671531152745,-0.0002703054069767634
0.0059290124982202515,-0.019099339986928435,0.00026703620653909546
-0.005919513285277627,0.019102240806860727,-0.00027003324206631077
0.005920508079274908,-0.0191019811595207,0.0002668961828714682
-0.00591120371466526,0.019104810305547698,-0.0002701340574955145
0.005911977467361697,-0.019104621208879208,0.0002671086495965389
-0.00590286116478206,0.019107380024616122,-0.0002706260934451568
0.0059034191415052945,-0.019107260297815593,0.00026769406530011277
-0.005894483459599988,0.019109949972721498,-0.0002715383122024804
0.00589483082666476,-0.01910989864679974,0.000268683051396364
-0.0058860674301586405,0.019112520140979618,-0.0002729126530126024
0.005886209321980136,-0.01911253654586409,0.00027011871226984306
-0.005877608628825875,0.01911509043971433,-0.0002748075360696639
0.005877550239112894,-0.019115174370639823,0.00027206016852397897
-0.005869100874920108,0.01911766054666734,-0.00027730323041481544
0.005868847605931404,-0.019117812603945402,0.00027458791748407013
-0.005860535500803018,0.019120229503052862,-0.0002805101478271136
0.005860093259936931,-0.019120451864363303,0.0002778120772066721
-0.0058518999614522406,0.019122794429321327,-0.0002845819490994313
0.005851275903518382,-0.01912309294136474,0.000281885391512337
-0.005843174503719698,0.019125345008659377,-0.0002897369354151785
0.005842379623906461,-0.019125736821731847,0.00028702448692598676
-0.005834361822528002,0.01912796618916219,-0.00029629646723939527
0.005833379643175222,-0.01912838523829662,0.0002935461188559949
-0.005789430402742593,0.01901576822930939,-0.0003028438056809951
0.005826058400249879,-0.01913048432779447,0.00030205096776904
-0.005084609199163191,0.01678813306361446,-0.0002752770428011649
0.00585390320989578,-0.019121773799575584,0.0003148633465990953
-0.005846919073111711,0.019123686633279513,-0.0003237700670236405
0.005844989690665745,-0.019124410757106438,0.0003202877322773223
-0.005838047114785995,0.01912622762104131,-0.00033059112295214514
0.005835973085476658,-0.019127049524397487,0.0003270918204936553
-0.005828991136831555,0.019128632100446158,-0.00033923428463145165
0.0058268239256813485,-0.019129690129400967,0.00033569382346515704
-0.005525080069133027,0.018189434176047407,-0.00033248820354527686
0.00583241404344657,-0.01912777266009536,0.000347644336799332
-0.005825763298054047,0.019129053950092068,-0.00036139123185499806
0.005823174599858878,-0.019130406780576557,0.00035747497678753604
-0.005346798784092566,0.017629938151701916,-0.0003437610967008721
0.005837523365124271,-0.01912576481179232,0.0003715109347966378
-0.005831569074782214,0.019127145035745387,-0.0003850736428601788
0.005828336355777704,-0.01912838836830868,0.0003805937094407701
-0.005822169338668312,0.019129198672445745,-0.00039657955457979977
0.005818976208166889,-0.019131006888860914,0.0003920541075466526
-0.00523617624017577,0.01728709332266687,-0.000370501347171514
0.005838613915446734,-0.01912467948464829,0.0004083969174658924
-0.005833365072676449,0.019125852065369448,-0.00042298439151751253
0.005829408187737044,-0.019127286868048682,0.00041771171531508475
-0.005824060999547643,0.019128282155578637,-0.0004346559910961749
0.005820025654654165,-0.019129886645823303,0.00042935122673555103
-0.00568463851440577,0.01871525720246691,-0.00043942150141138686
0.005816994824939309,-0.019130464052252223,0.00044443642800486667
-0.005507647774475528,0.01815851430830434,-0.0004417585378090571
0.005822699548150334,-0.019128328897021558,0.0004612964081387685
-0.005817679430963427,0.019128909154191,-0.00048146127158344007
0.005813125349706782,-0.019130895687755972,0.0004754079277129062
-0.005385804051518894,0.017779569449351797,-0.0004632678396416369
0.005824701905983497,-0.019126892270891746,0.0004943859648740012
-0.005820211360677351,0.019127505356518634,-0.0005148259759859872
0.005815154752616725,-0.0191294393520104,0.000508057255702649
-0.005809564646869283,0.019127037738525227,-0.0005319511668990418
0.00580538203282811,-0.019131945013128954,0.000525198952422464
-0.005047028505039211,0.01671627351873326,-0.0004824080271472539
0.005833544143617027,-0.01912271367050352,0.0005487464772070724
-0.005829936975549772,0.019123175241658293,-0.0005681817350230128
0.005824177460537239,-0.01912524238576799,0.0005600190671048053
-0.005820437136423522,0.019125601900571283,-0.0005820619017760836
0.0058146026362910315,-0.01912774388731449,0.0005739263601539557
-0.005810625425519559,0.019127863868297335,-0.0005993330223834
0.0058047645131894705,-0.01913020703779186,0.0005911752625286542
-0.005554603115294049,0.01834166300994154,-0.0005949223777548739
0.00580709685090042,-0.019128801063504255,0.0006133401259464061
-0.005802899580750103,0.019127967044564934,-0.0006424164621914557
0.005797016314593128,-0.019131195509659922,0.0006336944839693058
-0.005160040658696197,0.01709942215248305,-0.000595902153213373
0.005818768598796484,-0.019123679615164594,0.0006605730613007652
-0.00581570458556402,0.019123620246708287,-0.0006860478704120224
0.00580906371045787,-0.019126094199739235,0.0006759204314811947
-0.0058057441730409816,0.019125845252505894,-0.0007049464076253431
0.0057990704843165816,-0.01912844932006423,0.0006948362268149354
-0.005794613651998855,0.019125453399999357,-0.0007283964608393942
0.00578874482622739,-0.01913070932212397,0.000718332786598276
-0.005078769359702941,0.016860311174509427,-0.0006666614208193415
0.005813968321925481,-0.019121881612031454,0.0007489656142483866
-0.005811374470781282,0.019121469442347855,-0.000777096229323202
0.0058041776686856015,-0.019124214572000302,0.0007651768761415031
-0.00580131466240387,0.019123639104184104,-0.0007969453025887762
0.005794082059517812,-0.019126469293066804,0.0007850885438061151
-0.0057907723744166665,0.01912542200797506,-0.0008215199653309373
0.005783603963199107,-0.019128616523109883,0.0008096625001188294
-0.0053427215869644,0.017720808539237482,-0.0007886012118621524
0.005794996126043536,-0.01912382149606934,0.0008408522536001338
-0.005792160434546268,0.019122859166512053,-0.0008769616531933281
0.005784626627055553,-0.01912593634871029,0.0008638495675178399
-0.005780780431112003,0.01912290684660487,-0.0009053026159468705
0.0057738302169166806,-0.01912789521487398,0.0008922506561755868
-0.005110901057983836,0.01700206857420621,-0.0008349463176217941
0.00579623386743206,-0.01911940260189661,0.0009282499954413246
-0.005793966895104922,0.019118234771012824,-0.0009639757126455329
0.005786044495527405,-0.019121481418263597,0.0009487847804092006
-0.005783388228659784,0.019120062084622254,-0.000989041976369576
0.0057754598081552555,-0.019123416762861205,0.0009739468317052363
-0.005771983977189285,0.019120679868489768,-0.0010199564274430983
0.005764390709034029,-0.01912515458278893,0.0010049175000725673
-0.005161413353452688,0.01718899951407736,-0.0009501330770076062
0.005783484576744984,-0.01911731334557687,0.0010436330419399931
-0.005781202412290206,0.019115615038558135,-0.001084700080792014
0.0057729776024818165,-0.01911917110488695,0.0010675126913597807
-0.005770209500345231,0.01911712911980973,-0.0011138314206462592
0.005762002583724651,-0.019120827633178423,0.0010967480843317734
-0.005653372408839439,0.01877861771869218,-0.0011291250226755187
0.005755851949514702,-0.019120581457380274,0.001132748534606386
-0.005403407560859828,0.017990690703886602,-0.001118755377589265
0.00576194903031587,-0.019116365718354792,0.001172204633262639
-0.005758985401375597,0.01911372024353891,-0.0012236957182426068
0.005750632449645391,-0.01911774315280698,0.0012048667499234256
-0.005503562123163887,0.01832741821207115,-0.0012112324788362454
0.005751210488230035,-0.01911499875801765,0.0012449772880003156
-0.0057475159196628345,0.01911078200344222,-0.0013022086500816385
0.005739448967317797,-0.019116055911656125,0.0012824668931808003
-0.0051603910030156,0.017249622807581487,-0.00121573590170076
0.005756652689719695,-0.019107752114884476,0.0013282632914041756
-0.005754176422765187,0.019104722181751098,-0.0013799913841911983
0.00574556084818302,-0.019109027190311875,0.0013576304123606045
-0.00574243846304484,0.01910547575805573,-0.0014156578777458418
0.005733871252083301,-0.019109957892602912,0.0013934859052683202
-0.00553498117921578,0.018473677984313836,-0.0014107514818435913
0.005731545287138059,-0.01910741647736652,0.0014372164494574902
-0.005666200688430272,0.01890366749544524,-0.0014875722809165198
0.00572233561064265,-0.019106884559518856,0.0014803438141703339
-0.005256450336659186,0.017603236618575036,-0.0014301136572017913
0.005733344596666799,-0.019099740719698957,0.0015291158688962006
-0.005730248884497229,0.019095484743355682,-0.0015904533874865282
0.005721580296936787,-0.019100375216245493,0.0015648456518682077
-0.005717376788978437,0.019094484720950804,-0.0016337755882260844
0.005709078241890878,-0.019100495936879562,0.00160843400019353
-0.005168270799852591,0.01735057155042157,-0.0015317238999233748
0.005723610048227768,-0.019091673199676484,0.0016606678441084687
-0.005720506324459418,0.019086844679030594,-0.0017242042292936568
0.005711830436801457,-0.019092107301902778,0.0016958697184543058
-0.0057078833359103295,0.019086460349741857,-0.0017667826227370288
0.005699301564192902,-0.019091994609529043,0.0017387553849214333
-0.005379411713946873,0.01805918547289884,-0.0017203326857950978
0.005702337286290849,-0.019086324756130812,0.0017902782898232808
-0.005698122776870516,0.01908004796530484,-0.0018644812479178083
0.005689592208019378,-0.019085899960146337,0.001834809997736435
-0.0053510912696768664,0.01799127756397649,-0.0018083530250868139
0.0056933728066610135,-0.019079574359239296,0.0018880894125044834
-0.005688996295929953,0.01907278405526825,-0.0019647226226610546
0.0056805070598967555,-0.019078890942528882,0.0019332146640321014
-0.005394977979152678,0.018156057386638304,-0.0019217762109443588
0.005681391332844497,-0.019073080412991463,0.0019871920895753064
-0.005676444606574242,0.01906521266232144,-0.0020686514708173785
0.005668131854026674,-0.01907191402549713,0.0020356666244457436
-0.00524086626238631,0.01768447502936598,-0.001972420285186892
0.005676043714779184,-0.019063356879112318,0.002092955851975451
-0.005671498327781881,0.01905560088367164,-0.002172613537042553
0.005663163912329483,-0.019062310157424576,0.002136924458781819
-0.0056134963795668995,0.01890925959285031,-0.00220867025890602
0.00565162055241729,-0.01905969235230616,0.002190176009035669
-0.005188600206757272,0.017552528998096294,-0.0021062304652674983
0.005661094523135909,-0.019049940468934923,0.002249727903951618
-0.00565629183884713,0.019041370597613735,-0.002332408444755293
0.005648125862461343,-0.019048558321661396,0.002293606059213943
-0.005641616303765902,0.01903682391565121,-0.0023849445505813773
0.005634175282843077,-0.019046195700725778,0.002346924317760832
-0.005115724536463888,0.01735404219157804,-0.0022317388318257073
0.005646255020005524,-0.01903490063231519,0.0024087014792702702
-0.005641196604238443,0.01902534598275362,-0.002493486735602988
0.005633320643262868,-0.019033288217656076,0.002451356978476201
-0.0056272063083743626,0.019022640431473104,-0.0025447146609323093
0.005619370588283401,-0.019030656929401774,0.002503260448580355
-0.005242453556701542,0.01780147264727657,-0.002439213549724573
0.005624011157742377,-0.0190212159650418,0.0025638518693839435
-0.005617882417757206,0.01900997963502099,-0.0026569624478406557
0.0056102871248044405,-0.019018590276133215,0.002612934772570754
-0.005422698107233685,0.01841180205791637,-0.0026304178911981608
0.005605074588934468,-0.0190120216592377,0.002671271130613003
-0.005494216355889206,0.018657792085411243,-0.0027239798473768138
0.005595841323181574,-0.0190065760412664,0.0027287641183666726
-0.00530715671150114,0.018065593885848583,-0.0026968935447240316
0.0055956934691207575,-0.018997874484109303,0.002788991845494756
-0.005588334540651419,0.018984196718146606,-0.002890212512045134
0.005581296738544948,-0.01899414303762068,0.002842742411659657
-0.0051901878640825405,0.017713305525499594,-0.0027563885629885644
0.005586328428472092,-0.018983286585337676,0.0029046919738769626
-0.005579226676310986,0.018969616056758766,-0.0030043655970575255
0.005572359052017118,-0.018979804304602742,0.0029538700562082077
-0.005413461658427912,0.018466086606156396,-0.002982196825824241
0.005565334325982715,-0.018972678558326326,0.0030123122251407447
-0.005389844877208327,0.01840377131754617,-0.003031345643082073
0.005559126776637761,-0.01896509860848981,0.0030709347888093087
-0.005419574761892321,0.018514970868401003,-0.003108623908585919
0.005551024160100293,-0.018957990929317235,0.0031289309690734563
-0.005335245449427832,0.018254836849536975,-0.003124226395054335
0.0055468458075248655,-0.01894939552649156,0.003187850624484143
-0.005491682627008653,0.01877880232096024,-0.0032720656451310903
0.0055343117928501875,-0.018943484362075227,0.0032442714935140477
-0.005146235116767151,0.017666656148047025,-0.0031382518634820895
0.005539060581605845,-0.01893155445918074,0.0033052216864610947
-0.005530750862087695,0.018914881947681178,-0.00341147549675985
0.005524941900216092,-0.018927215882815235,0.0033533554803380967
-0.00535452360790132,0.01837329926495816,-0.0033701315495161684
0.0055183989865658705,-0.01891895271219299,0.0034102743217487544
-0.0053690133666743954,0.018434735543642927,-0.0034387522686453406
0.005510771571637401,-0.018910966144796874,0.00346644269738158
-0.005320455411301855,0.018290096215977422,-0.0034689550814755586
0.005505301844161571,-0.018902166445115987,0.0035226709067234935
-0.005394975515602955,0.018547607639986464,-0.0035738654787138766
0.005495680073620136,-0.01889472077865642,0.0035772185544693798
-0.0052325855477478745,0.01803010385512001,-0.0035308047804668372
0.00549409393958664,-0.018884486364072087,0.00363325375504825
-0.005483837116896301,0.018863271363359566,-0.003747187234601611
0.005479426106353423,-0.01887887438166766,0.003684217467209024
-0.0050716022956241525,0.017528793753951135,-0.003538410757490264
0.005485562160919534,-0.018865955043345786,0.00374081579360158
-0.005476217217504475,0.018846347789225778,-0.0038506166577706724
0.00547182939681166,-0.018861410278757807,0.003783606458933725
-0.005332876408027715,0.018410069399701037,-0.0038122356469246477
0.005464008138212686,-0.01885336176189185,0.003834676369997716
-0.005261426345970518,0.01818861241425665,-0.0038186377131178163
0.005459628606799655,-0.01884419070866862,0.0038856487309541013
-0.005369370475994938,0.018555403287774115,-0.003945890450444785
0.0054494183215854685,-0.01883707745026311,0.003934169692268603
-0.005165757660317317,0.017899317255156776,-0.0038574420660702317
0.005449540689556384,-0.01882653617094605,0.003984129547344719
-0.005439068400237187,0.018804552817425674,-0.004098532249135452
0.005435532356197499,-0.01882125759245745,0.004027970019867564
-0.005081564331320763,0.01764578699358337,-0.003895183026172915
0.0054396568185154275,-0.018809615162930646,0.004076475410340677
-0.0054293873674088776,0.0187875636645701,-0.004188295388858676
0.0054263073580304326,-0.01880510543813594,0.004114899138698599
-0.005192561474290732,0.018032766042808943,-0.004064707077926857
0.005424364623849001,-0.018795901030488466,0.004159263945451685
-0.005381246253960535,0.018664333394240194,-0.0042494600754378825
0.005412430353864584,-0.01879027513881696,0.004200035494728757
-0.00507172052014468,0.017656334763435616,-0.004064318124549042
0.005416543218914821,-0.018779456725455557,0.004242876334302691
-0.0054060460269239165,0.01875655912849793,-0.004353697347969715
0.005403714917090552,-0.018775459785763927,0.0042767963724132975
-0.005152508402570308,0.017942078005745116,-0.004204030149921284
0.005403442979822301,-0.018766668466315337,0.004315531587043386
-0.005381265447106327,0.01870499195158719,-0.0044187512355359235
0.005391102968756602,-0.0187622124547108,0.0043502091857784
-0.0050374305168774435,0.017581473405125246,-0.004191818796759289
0.005396765218803283,-0.018752048881695137,0.00438681865798197
-0.005386357238192365,0.018728928743927203,-0.004494765298214025
0.005384748822936727,-0.01874905185819325,0.004414322613910484
-0.0051574221330125975,0.01799412553379026,-0.004350798574016797
0.005384086379229855,-0.018741712736344434,0.004446156404819534
-0.005325569587366411,0.01855667691301468,-0.004516273290342273
0.005374557604570763,-0.01873767263257033,0.004474627978843582
-0.00508791125358685,0.017780939934707803,-0.0043582092022485764
0.005377596371168864,-0.018729883624442754,0.0045034459831810765
-0.005366628752523353,0.01870479022497644,-0.004608936758095316
0.005366108353706651,-0.018727493014738604,0.004527049924046083
-0.0050568759605226716,0.0176929984505592,-0.004386659205943909
0.00537090567610481,-0.01871997566141657,0.0045523062677373365
-0.005360756354085362,0.01869706072114326,-0.004655344815938868
0.005359985389092639,-0.018718433322896272,0.004571509053328964
-0.005086029265712013,0.017802297284374904,-0.004454954258401391
0.005363422739147877,-0.01871226241679319,0.004592597810849266
-0.005351580738600551,0.018683400300153984,-0.004692179070289686
0.005352922171971925,-0.01871113427159246,0.0046094561685594265
-0.005047397661819634,0.017686685652626922,-0.0044611585238228686
0.0053586473708478145,-0.018705152019332604,0.004626856778197594
-0.0053486984169350835,0.01868193860476723,-0.004723974802701905
0.005348733404224126,-0.01870502678524366,0.004638905677430912
-0.005088682520424163,0.01783374396895126,-0.004523682856474951
0.005352568624289989,-0.018700689347192156,0.004652101577648575
-0.005334050910231896,0.018648067094544314,-0.004739004693742409
0.005343440566499529,-0.018700801727157275,0.004661828408678067
-0.005063144913363825,0.017759530753280173,-0.004524098207017486
0.005348894513179221,-0.01869668911033691,0.0046713208066728315
-0.005339718212639504,0.018674926927864856,-0.004761493020994896
0.005339884496945169,-0.01869794105716958,0.004677033516076456
-0.005082445295312605,0.01783304010044025,-0.004553228938319056
0.0053444434784045165,-0.01869433920654451,0.004682756342645113
-0.0053316159496794675,0.018659502316725262,-0.004764996065884314
0.005336165784174784,-0.018696548226215103,0.004685915813627382
-0.005089110937376748,0.01786549223990977,-0.004564876174271538
0.00524484623568062,-0.01834810352830993,0.004602402651280922
-0.005128628659086951,0.0180017097619821,-0.004598568928775144
0.005194998049304169,-0.018179454507410393,0.004561384449665833
-0.004997293001304421,0.017574135516225338,-0.004487861103255766
0.005005450754812654,-0.01749012186526496,0.004390210602927622
-0.004731589242554062,0.016701097507449098,-0.004262933971097719
0.0047155136502864525,-0.016428531378529284,0.0041261808763552975
-0.004384316851543405,0.015554234442789727,-0.0039675514572896945
0.004375587921685664,-0.015184602739205829,0.003817128396986134
-0.0039595797230286035,0.014145653903998441,-0.003630716606340395
0.0039528760867656,-0.013636081642033013,0.0034226489170043205
-0.0034091789352484747,0.01229538581668389,-0.0031574353815778562
0.0033751323288534795,-0.011526145574284651,0.0028908117604250906
-0.002741812066788518,0.010036406261819831,-0.0025802203490651546
0.0027246585288368376,-0.009164003035512397,0.002294794325959621
-0.0020509931256469044,0.007678957358041228,-0.0019785484639586863
0.002083035483310617,-0.0068501781437829866,0.0017103405026498032
-0.0014160209649352038,0.005493715770530778,-0.0014214484118299415
0.0015148412324615277,-0.004815538087888161,0.0011959235904985595
-0.0008881844196494381,0.0036625375740144384,-0.0009550221982918539
0.0010576013544377366,-0.0031886918831667724,0.0007843565408019066
-0.00048757779764524233,0.0022626312381125477,-0.0005986046486524712
0.0007208888834979663,-0.001997392724362878,0.00048296047509629124
-0.00020683170072379413,0.001275435876628746,-0.0003485704968178754
0.0004930357197008352,-0.0011952613323909012,0.0002796536620755406
-2.6122445363856222e-05,0.0006358022025587316,-0.00018656195835585365
0.0003505280371059559,-0.0006963628597295726,0.0001529564050394384
8.099120671753463e-05,0.00025357216450797775,-8.973232492231719e-05
0.00026823656420901397,-0.00041065689790975053,8.021344987637285e-05
0.00013905687013155148,4.363893280022706e-05,-3.6537339984823165e-05
0.00022432364972122332,-0.0002605853041812707,4.1857196407023264e-05
0.0001674817566474263,-6.186870877905671e-05,-9.797057426333607e-06
0.00020252190241036103,-0.00018859820346589528,2.3342812392170802e-05
0.00017968150424807968,-0.00011009179290245307,2.4280035322938836e-06
0.00019221514421099796,-0.00015719202654910293,1.5179219084483777e-05
0.0001838530398433477,-0.00012991262885831624,7.461853017266303e-06
0.00018727630536479216,-0.00014472786999796363,1.188345588454372e-05
0.00018443928354979367,-0.00013701383743478204,9.290103097113184e-06
0.00018457030733319457,-0.00014012256741822266,1.0643626856591694e-05
0.000183573945122436,-0.00013893785295487372,9.838586667017764e-06
0.00018268259173374212,-0.00013837794532889252,1.0179947446567273e-05
0.00018214258954731422,-0.00013882391931440544,9.932016284222073e-06
0.00018104366734303853,-0.00013747674007256146,9.977027546735901e-06
