time,CBF_velocity,CBF_position,HOBF_position,position_constraint,velocity_constraint,ux,uy,uz,state_history
0.0,3.469446951953614e-18,9.31000000000001,0.09439707677049525,0.2157964387279155,0.0010760888736400444,-0.0007676389747046376,-0.0062743649629723435,-0.018975063069781428,4.0
0.1,0.00010536467773517022,9.30188396987213,0.11552531000534523,0.2175187943321661,0.0010121546178953704,-0.0007342544307046657,-0.006296539064493344,-0.018969039548989396,4.0
0.2,0.0002038102691906997,9.295898169682246,0.13671929290592907,0.21922402654308634,0.0009478877240948192,-0.0007008166802550404,-0.0063187295764104605,-0.018962924556628256,4.0
0.30000000000000004,0.000295338056960949,9.29204480958198,0.1579769826359743,0.22091201734924967,0.0008832875309029398,-0.0006673293808269452,-0.006340934435001304,-0.01895671958089475,4.0
0.4,0.0003799492504770359,9.290325891147532,0.1792963347586931,0.22258261997910003,0.0008183550291682905,-0.000633790636745809,-0.006363154761715481,-0.01895042390726295,4.0
0.5,0.0004576451521079994,9.290743207494216,0.20067530039107556,0.22423568765607027,0.0007530912223951326,-0.0006001985325270403,-0.006385391685124126,-0.018944036798134962,4.0
0.6000000000000001,0.0005284271579586997,9.293298343250065,0.22211182622576964,0.22587107636166376,0.0006874968620408862,-0.0005665519860874675,-0.006407645808274125,-0.01893755771524945,4.0
0.7000000000000001,0.0005922967321677908,9.29799267454461,0.2436038548253499,0.22748863410349504,0.0006215734509067505,-0.0005328475097164456,-0.006429919224820894,-0.01893098545958295,4.0
0.8,0.0006492554817785282,9.304827368975175,0.2651493238561884,0.22908821665779627,0.0005553218055708172,-0.0004990838637787879,-0.006452212628889521,-0.018924319424154692,4.0
0.9,0.0006993050873165228,9.313803385573252,0.2867461668800382,0.23066967726739468,0.0004887429793238556,-0.0004652590629840278,-0.0064745271703395635,-0.018917558777639284,4.0
1.0,0.0007424473261186948,9.324921474800178,0.30839231312450266,0.23223286564289589,0.00042183838494225397,-0.00043136999291857036,-0.006496864696985235,-0.018910702367381994,4.0
1.1,0.0007786841078257882,9.338182178514636,0.33008568715654885,0.2337776413887114,0.0003546085210449228,-0.0003974165072950362,-0.006519225208487889,-0.018903749834226997,4.0
1.2000000000000002,0.0008080173822052929,9.353585829973369,0.35182420988218505,0.23530385421308703,0.0002870548262359771,-0.0003633954540167356,-0.0065416105642893555,-0.018896699975606952,4.0
1.3,0.0008304492330438416,9.371132553834684,0.3736057975883984,0.23681135568945408,0.0002191786475306048,-0.0003293040138757373,-0.0065640224269597714,-0.01888955170074221,4.0
