L_dv_l,L_dr_l,c_dv_l,c_dr_l,L_dv_lZero,L_dr_lZero,c_dv_lZero,c_dr_lZero,DeltaT,epsilon_f,epsilon_r,epsilon_v,epsilon_rbar,epsilon_vbar,epsilon_d,pdr0,pdr1,pdv0,a_bar,max_acc_ref,max_vel_ref,u_max
0.00113836486151993,0.0416357279694713,0.270179418180802,14.0586179204799,0.00144586822000874,0.00936649235924398,0.266179418180802,14.0584179204799,0.1,0.000716563774650077,7,0.133,7.02930896023993,0.135089709090401,1.59138230822684e-06,0.02,0.05,0.05,0.0207181551569583,0.000178935747054161,0.159044747854062,0.02
